Trafikkregistreringspunkt,Navn,Dato,Fra tidspunkt,Til tidspunkt,Felt,Trafikkmengde,"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,20:00,21:00,Totalt,1696,1537,159,39,34,12,74,69,5
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,21:00,22:00,Totalt i retning Alnabru,689,632,57,15,11,3,28,27,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,21:00,22:00,Totalt i retning Sentrum,679,618,60,13,10,3,34,28,6
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,21:00,22:00,Totalt,1368,1250,117,28,21,6,62,55,7
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,22:00,23:00,Totalt i retning Alnabru,599,546,53,13,10,9,21,21,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,22:00,23:00,Totalt i retning Sentrum,506,462,44,14,6,1,23,22,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,22:00,23:00,Totalt,1105,1008,97,27,16,10,44,43,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,23:00,00:00,Totalt i retning Alnabru,464,437,27,9,7,2,9,8,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,23:00,00:00,Totalt i retning Sentrum,399,375,24,4,8,3,9,8,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-16,23:00,00:00,Totalt,863,812,51,13,15,5,18,16,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,00:00,01:00,Totalt i retning Alnabru,329,294,35,7,6,2,20,17,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,00:00,01:00,Totalt i retning Sentrum,274,245,29,7,9,3,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,00:00,01:00,Totalt,603,539,64,14,15,5,30,27,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,01:00,02:00,Totalt i retning Alnabru,272,237,35,4,4,2,25,25,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,01:00,02:00,Totalt i retning Sentrum,229,200,29,7,7,3,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,01:00,02:00,Totalt,501,437,64,11,11,5,37,37,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,02:00,03:00,Totalt i retning Alnabru,222,202,20,6,2,2,10,8,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,02:00,03:00,Totalt i retning Sentrum,155,138,17,4,2,2,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,02:00,03:00,Totalt,377,340,37,10,4,4,19,17,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,03:00,04:00,Totalt i retning Alnabru,242,219,23,1,2,2,18,15,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,03:00,04:00,Totalt i retning Sentrum,98,82,16,3,2,2,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,03:00,04:00,Totalt,340,301,39,4,4,4,27,24,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,04:00,05:00,Totalt i retning Alnabru,252,218,34,6,4,2,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,04:00,05:00,Totalt i retning Sentrum,94,76,18,3,2,2,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,04:00,05:00,Totalt,346,294,52,9,6,4,33,33,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,05:00,06:00,Totalt i retning Alnabru,232,208,24,4,7,1,12,11,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,05:00,06:00,Totalt i retning Sentrum,149,118,31,8,7,5,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,05:00,06:00,Totalt,381,326,55,12,14,6,23,22,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,06:00,07:00,Totalt i retning Alnabru,343,316,27,4,9,2,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,06:00,07:00,Totalt i retning Sentrum,349,282,67,21,17,12,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,06:00,07:00,Totalt,692,598,94,25,26,14,29,29,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,07:00,08:00,Totalt i retning Alnabru,482,435,47,13,16,4,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,07:00,08:00,Totalt i retning Sentrum,395,336,59,17,18,5,19,18,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,07:00,08:00,Totalt,877,771,106,30,34,9,33,32,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,08:00,09:00,Totalt i retning Alnabru,591,534,57,20,16,6,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,08:00,09:00,Totalt i retning Sentrum,546,468,78,22,27,10,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,08:00,09:00,Totalt,1137,1002,135,42,43,16,34,34,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,09:00,10:00,Totalt i retning Alnabru,944,886,58,26,14,5,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,09:00,10:00,Totalt i retning Sentrum,1017,946,71,25,19,9,18,17,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,09:00,10:00,Totalt,1961,1832,129,51,33,14,31,30,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,10:00,11:00,Totalt i retning Alnabru,1376,1300,76,26,25,8,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,10:00,11:00,Totalt i retning Sentrum,1082,993,89,33,21,12,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,10:00,11:00,Totalt,2458,2293,165,59,46,20,40,40,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,11:00,12:00,Totalt i retning Alnabru,1661,1572,89,31,30,9,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,11:00,12:00,Totalt i retning Sentrum,1395,1314,81,24,31,11,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,11:00,12:00,Totalt,3056,2886,170,55,61,20,34,34,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,12:00,13:00,Totalt i retning Alnabru,1626,1549,77,24,25,11,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,12:00,13:00,Totalt i retning Sentrum,1551,1476,75,28,20,6,21,21,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,12:00,13:00,Totalt,3177,3025,152,52,45,17,38,38,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,13:00,14:00,Totalt i retning Alnabru,1691,1622,69,23,15,7,24,23,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,13:00,14:00,Totalt i retning Sentrum,1329,1266,63,25,12,8,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,13:00,14:00,Totalt,3020,2888,132,48,27,15,42,41,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,14:00,15:00,Totalt i retning Alnabru,1604,1520,84,29,31,11,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,14:00,15:00,Totalt i retning Sentrum,1893,1812,81,35,21,13,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,14:00,15:00,Totalt,3497,3332,165,64,52,24,25,25,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,15:00,16:00,Totalt i retning Alnabru,1727,1643,84,38,22,8,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,15:00,16:00,Totalt i retning Sentrum,1428,1370,58,17,21,12,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,15:00,16:00,Totalt,3155,3013,142,55,43,20,24,23,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,16:00,17:00,Totalt i retning Alnabru,1581,1514,67,25,15,12,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,16:00,17:00,Totalt i retning Sentrum,1326,1271,55,25,11,4,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,16:00,17:00,Totalt,2907,2785,122,50,26,16,30,28,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,17:00,18:00,Totalt i retning Alnabru,1323,1257,66,21,13,12,20,20,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,17:00,18:00,Totalt i retning Sentrum,1150,1108,42,12,7,10,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,17:00,18:00,Totalt,2473,2365,108,33,20,22,33,33,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,18:00,19:00,Totalt i retning Alnabru,1171,1130,41,15,14,2,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,18:00,19:00,Totalt i retning Sentrum,1261,1227,34,13,11,2,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,18:00,19:00,Totalt,2432,2357,75,28,25,4,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,19:00,20:00,Totalt i retning Alnabru,919,874,45,14,12,7,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,19:00,20:00,Totalt i retning Sentrum,933,896,37,10,12,5,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,19:00,20:00,Totalt,1852,1770,82,24,24,12,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,20:00,21:00,Totalt i retning Alnabru,761,727,34,7,9,2,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,20:00,21:00,Totalt i retning Sentrum,637,603,34,7,12,5,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,20:00,21:00,Totalt,1398,1330,68,14,21,7,26,26,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,21:00,22:00,Totalt i retning Alnabru,655,618,37,11,9,2,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,21:00,22:00,Totalt i retning Sentrum,637,613,24,10,4,4,6,5,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,21:00,22:00,Totalt,1292,1231,61,21,13,6,21,20,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,22:00,23:00,Totalt i retning Alnabru,628,598,29,6,5,5,13,10,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,22:00,23:00,Totalt i retning Sentrum,555,536,19,5,3,3,8,8,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,22:00,23:00,Totalt,1183,1134,48,11,8,8,21,18,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,23:00,00:00,Totalt i retning Alnabru,496,476,19,6,2,1,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,23:00,00:00,Totalt i retning Sentrum,467,454,13,6,2,2,3,3,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-17,23:00,00:00,Totalt,963,930,32,12,4,3,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,00:00,01:00,Totalt i retning Alnabru,373,350,22,7,2,3,10,9,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,00:00,01:00,Totalt i retning Sentrum,399,377,22,10,4,2,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,00:00,01:00,Totalt,772,727,44,17,6,5,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,01:00,02:00,Totalt i retning Alnabru,325,301,24,4,1,1,18,17,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,01:00,02:00,Totalt i retning Sentrum,311,294,17,2,2,1,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,01:00,02:00,Totalt,636,595,41,6,3,2,30,29,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,02:00,03:00,Totalt i retning Alnabru,297,292,5,1,1,1,2,2,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,02:00,03:00,Totalt i retning Sentrum,244,231,13,1,1,2,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,02:00,03:00,Totalt,541,523,18,2,2,3,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,03:00,04:00,Totalt i retning Alnabru,341,326,15,5,5,1,4,4,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,03:00,04:00,Totalt i retning Sentrum,133,121,12,0,2,3,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,03:00,04:00,Totalt,474,447,27,5,7,4,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,04:00,05:00,Totalt i retning Alnabru,340,314,26,9,2,1,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,04:00,05:00,Totalt i retning Sentrum,122,108,14,4,1,4,5,5,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,04:00,05:00,Totalt,462,422,40,13,3,5,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,05:00,06:00,Totalt i retning Alnabru,180,173,7,0,1,2,4,4,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,05:00,06:00,Totalt i retning Sentrum,98,85,13,2,2,6,3,3,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,05:00,06:00,Totalt,278,258,20,2,3,8,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,06:00,07:00,Totalt i retning Alnabru,200,182,18,10,1,1,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,06:00,07:00,Totalt i retning Sentrum,175,149,26,4,1,10,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,06:00,07:00,Totalt,375,331,44,14,2,11,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,07:00,08:00,Totalt i retning Alnabru,252,236,16,2,0,3,11,11,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,07:00,08:00,Totalt i retning Sentrum,232,203,29,3,4,7,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,07:00,08:00,Totalt,484,439,45,5,4,10,26,26,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,08:00,09:00,Totalt i retning Alnabru,325,306,19,3,4,3,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,08:00,09:00,Totalt i retning Sentrum,357,317,40,10,7,10,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,08:00,09:00,Totalt,682,623,59,13,11,13,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,09:00,10:00,Totalt i retning Alnabru,490,453,37,7,9,5,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,09:00,10:00,Totalt i retning Sentrum,573,518,55,7,17,10,21,21,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,09:00,10:00,Totalt,1063,971,92,14,26,15,37,37,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,10:00,11:00,Totalt i retning Alnabru,1101,1051,50,16,13,7,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,10:00,11:00,Totalt i retning Sentrum,756,697,59,16,13,7,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,10:00,11:00,Totalt,1857,1748,109,32,26,14,37,37,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,11:00,12:00,Totalt i retning Alnabru,957,901,56,18,16,6,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,11:00,12:00,Totalt i retning Sentrum,883,820,63,15,15,11,22,21,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,11:00,12:00,Totalt,1840,1721,119,33,31,17,38,37,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,12:00,13:00,Totalt i retning Alnabru,1251,1206,45,13,13,1,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,12:00,13:00,Totalt i retning Sentrum,1229,1177,52,13,13,10,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,12:00,13:00,Totalt,2480,2383,97,26,26,11,34,34,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,13:00,14:00,Totalt i retning Alnabru,1435,1359,76,25,25,9,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,13:00,14:00,Totalt i retning Sentrum,1410,1350,60,15,21,6,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,13:00,14:00,Totalt,2845,2709,136,40,46,15,35,35,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,14:00,15:00,Totalt i retning Alnabru,1367,1304,63,12,13,15,23,22,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,14:00,15:00,Totalt i retning Sentrum,1430,1367,63,22,13,9,19,17,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,14:00,15:00,Totalt,2797,2671,126,34,26,24,42,39,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,15:00,16:00,Totalt i retning Alnabru,1346,1283,63,22,24,5,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,15:00,16:00,Totalt i retning Sentrum,1380,1319,61,15,18,11,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,15:00,16:00,Totalt,2726,2602,124,37,42,16,29,29,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,16:00,17:00,Totalt i retning Alnabru,1239,1178,60,14,9,12,25,25,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,16:00,17:00,Totalt i retning Sentrum,1400,1323,77,17,16,14,30,29,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,16:00,17:00,Totalt,2639,2501,137,31,25,26,55,54,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,17:00,18:00,Totalt i retning Alnabru,1090,1040,50,14,14,4,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,17:00,18:00,Totalt i retning Sentrum,1381,1309,72,10,18,10,34,27,7
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,17:00,18:00,Totalt,2471,2349,122,24,32,14,52,45,7
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,18:00,19:00,Totalt i retning Alnabru,1102,1048,54,17,11,11,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,18:00,19:00,Totalt i retning Sentrum,1182,1119,63,15,20,5,23,22,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,18:00,19:00,Totalt,2284,2167,117,32,31,16,38,36,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,19:00,20:00,Totalt i retning Alnabru,1049,971,78,26,19,6,27,26,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,19:00,20:00,Totalt i retning Sentrum,1200,1138,62,20,16,8,18,17,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,19:00,20:00,Totalt,2249,2109,140,46,35,14,45,43,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,20:00,21:00,Totalt i retning Alnabru,876,820,55,18,17,4,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,20:00,21:00,Totalt i retning Sentrum,861,800,61,13,16,7,25,25,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,20:00,21:00,Totalt,1737,1620,116,31,33,11,41,40,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,21:00,22:00,Totalt i retning Alnabru,743,696,47,9,16,6,16,14,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,21:00,22:00,Totalt i retning Sentrum,785,731,54,13,19,6,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,21:00,22:00,Totalt,1528,1427,101,22,35,12,32,30,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,22:00,23:00,Totalt i retning Alnabru,507,455,52,16,11,9,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,22:00,23:00,Totalt i retning Sentrum,605,553,52,15,17,5,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,22:00,23:00,Totalt,1112,1008,104,31,28,14,31,30,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,23:00,00:00,Totalt i retning Alnabru,354,311,43,10,15,6,12,9,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,23:00,00:00,Totalt i retning Sentrum,293,262,31,8,9,4,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-18,23:00,00:00,Totalt,647,573,74,18,24,10,22,19,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,00:00,01:00,Totalt i retning Alnabru,211,158,53,9,9,4,31,30,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,00:00,01:00,Totalt i retning Sentrum,194,160,33,8,9,3,13,12,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,00:00,01:00,Totalt,405,318,86,17,18,7,44,42,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,01:00,02:00,Totalt i retning Alnabru,114,76,38,4,7,1,26,22,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,01:00,02:00,Totalt i retning Sentrum,190,159,31,10,8,3,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,01:00,02:00,Totalt,304,235,69,14,15,4,36,32,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,02:00,03:00,Totalt i retning Alnabru,115,79,36,9,16,4,7,6,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,02:00,03:00,Totalt i retning Sentrum,96,70,26,8,6,1,11,9,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,02:00,03:00,Totalt,211,149,62,17,22,5,18,15,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,03:00,04:00,Totalt i retning Alnabru,119,78,41,9,13,3,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,03:00,04:00,Totalt i retning Sentrum,92,51,41,15,9,6,11,10,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,03:00,04:00,Totalt,211,129,82,24,22,9,27,26,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,04:00,05:00,Totalt i retning Alnabru,193,135,58,17,17,3,21,17,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,04:00,05:00,Totalt i retning Sentrum,145,81,64,11,24,6,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,04:00,05:00,Totalt,338,216,122,28,41,9,44,40,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,05:00,06:00,Totalt i retning Alnabru,457,371,85,25,20,7,33,33,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,05:00,06:00,Totalt i retning Sentrum,537,404,133,37,37,11,48,46,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,05:00,06:00,Totalt,994,775,218,62,57,18,81,79,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,06:00,07:00,Totalt i retning Alnabru,1261,1093,167,40,45,28,54,53,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,06:00,07:00,Totalt i retning Sentrum,1951,1654,297,88,88,37,84,84,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,06:00,07:00,Totalt,3212,2747,464,128,133,65,138,137,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,07:00,08:00,Totalt i retning Alnabru,1886,1662,224,59,61,46,58,57,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,07:00,08:00,Totalt i retning Sentrum,2444,2098,346,128,109,54,55,55,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,07:00,08:00,Totalt,4330,3760,570,187,170,100,113,112,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,08:00,09:00,Totalt i retning Alnabru,1720,1423,297,79,90,56,72,71,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,08:00,09:00,Totalt i retning Sentrum,2256,1867,389,155,109,40,85,83,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,08:00,09:00,Totalt,3976,3290,686,234,199,96,157,154,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,09:00,10:00,Totalt i retning Alnabru,1679,1313,366,86,109,49,122,122,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,09:00,10:00,Totalt i retning Sentrum,1809,1383,426,167,117,41,101,101,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,09:00,10:00,Totalt,3488,2696,792,253,226,90,223,223,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,10:00,11:00,Totalt i retning Alnabru,1752,1333,419,126,129,39,125,123,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,10:00,11:00,Totalt i retning Sentrum,1546,1175,370,124,114,41,91,91,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,10:00,11:00,Totalt,3298,2508,789,250,243,80,216,214,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,11:00,12:00,Totalt i retning Alnabru,1816,1398,418,131,122,40,125,121,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,11:00,12:00,Totalt i retning Sentrum,1556,1192,364,129,113,34,88,88,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,11:00,12:00,Totalt,3372,2590,782,260,235,74,213,209,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,12:00,13:00,Totalt i retning Alnabru,1797,1425,369,124,120,27,98,97,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,12:00,13:00,Totalt i retning Sentrum,1578,1245,333,96,113,34,90,89,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,12:00,13:00,Totalt,3375,2670,702,220,233,61,188,186,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,13:00,14:00,Totalt i retning Alnabru,1957,1582,375,122,116,37,100,98,2
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,13:00,14:00,Totalt i retning Sentrum,1494,1199,295,83,93,42,77,76,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,13:00,14:00,Totalt,3451,2781,670,205,209,79,177,174,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,14:00,15:00,Totalt i retning Alnabru,2303,1922,380,126,120,31,103,102,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,14:00,15:00,Totalt i retning Sentrum,1787,1470,316,90,77,48,101,97,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,14:00,15:00,Totalt,4090,3392,696,216,197,79,204,199,5
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,15:00,16:00,Totalt i retning Alnabru,2600,2292,308,114,81,36,77,76,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,15:00,16:00,Totalt i retning Sentrum,2094,1865,229,75,48,47,59,59,0
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,15:00,16:00,Totalt,4694,4157,537,189,129,83,136,135,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,16:00,17:00,Totalt i retning Alnabru,2307,2047,260,87,74,26,73,70,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,16:00,17:00,Totalt i retning Sentrum,1842,1650,192,57,44,46,45,44,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,16:00,17:00,Totalt,4149,3697,452,144,118,72,118,114,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,17:00,18:00,Totalt i retning Alnabru,1838,1613,224,71,51,26,76,73,3
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,17:00,18:00,Totalt i retning Sentrum,1388,1217,171,42,30,41,58,57,1
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,17:00,18:00,Totalt,3226,2830,395,113,81,67,134,130,4
33808V625649,"Helsfyr 1,2,3,4",2024-02-19,18:00,19:00,Totalt i retning Alnabru,1381,1186,195,50,41,26,78,76,2
